date,dataset,site,track,stress_id,risk_code
2024-06-02,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,FAVORABLE
2024-06-03,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,FAVORABLE
2024-06-04,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,FAVORABLE
2024-06-05,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,FAVORABLE
2024-06-06,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,FAVORABLE
2024-06-07,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,FAVORABLE
2024-06-08,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,FAVORABLE
2024-06-09,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,FAVORABLE
2024-06-10,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,FAVORABLE
2024-06-11,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,FAVORABLE
2024-06-12,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,FAVORABLE
2024-06-13,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,FAVORABLE
2024-06-14,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,FAVORABLE
2024-06-15,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,FAVORABLE
2024-06-16,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,FAVORABLE
2024-06-17,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,FAVORABLE
2024-06-18,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,FAVORABLE
2024-06-19,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,FAVORABLE
2024-06-20,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,FAVORABLE
2024-06-21,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,FAVORABLE
2024-06-22,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,FAVORABLE
2024-06-23,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,FAVORABLE
2024-06-24,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,FAVORABLE
2024-06-25,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,FAVORABLE
2024-06-26,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,FAVORABLE
2024-06-27,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,FAVORABLE
2024-06-28,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,FAVORABLE
2024-06-29,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,FAVORABLE
2024-06-30,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,FAVORABLE
2024-07-01,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,FAVORABLE
2024-07-02,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,FAVORABLE
2024-07-03,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,FAVORABLE
2024-07-04,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,FAVORABLE
2024-07-05,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,FAVORABLE
2024-07-06,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,FAVORABLE
2024-07-07,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,FAVORABLE
2024-07-08,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,FAVORABLE
2024-07-09,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,FAVORABLE
2024-07-10,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,FAVORABLE
2024-07-11,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,FAVORABLE
2024-07-12,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,FAVORABLE
2024-07-13,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,FAVORABLE
2024-07-14,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,FAVORABLE
2024-07-15,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,FAVORABLE
2024-07-16,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,FAVORABLE
2024-07-17,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,FAVORABLE
2024-07-18,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,FAVORABLE
2024-07-19,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,FAVORABLE
2024-07-20,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,FAVORABLE
2024-07-21,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,FAVORABLE
2024-07-22,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,FAVORABLE
2024-07-23,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,FAVORABLE
2024-07-24,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,FAVORABLE
2024-07-25,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,FAVORABLE
2024-07-26,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,FAVORABLE
2024-07-27,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,FAVORABLE
2024-07-28,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,FAVORABLE
2024-07-29,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,FAVORABLE
2024-07-30,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,FAVORABLE
2024-07-31,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,FAVORABLE
2024-08-01,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,FAVORABLE
2024-08-02,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,FAVORABLE
2024-08-03,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,FAVORABLE
2024-08-04,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,FAVORABLE
2024-08-05,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,FAVORABLE
2024-08-06,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,FAVORABLE
2024-08-07,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,FAVORABLE
2024-08-08,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,FAVORABLE
2024-08-09,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,FAVORABLE
2024-08-10,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,FAVORABLE
2024-08-11,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,FAVORABLE
2024-08-12,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,FAVORABLE
2024-08-13,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,FAVORABLE
2024-08-14,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,FAVORABLE
2024-08-15,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,FAVORABLE
2024-08-16,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-08-17,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-08-18,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-08-19,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-08-20,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-08-21,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-08-22,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-08-23,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-08-24,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-08-25,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-08-26,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-08-27,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-08-28,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-08-29,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-08-30,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-08-31,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-09-01,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-09-02,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-09-03,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-09-04,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-09-05,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-09-06,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-09-07,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-09-08,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-09-09,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-09-10,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-09-11,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-09-12,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-09-13,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-09-14,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-09-15,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-09-16,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-09-17,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-09-18,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-09-19,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-09-20,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-09-21,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-09-22,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-09-23,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-09-24,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-09-25,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-09-26,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-09-27,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-09-28,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-09-29,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-09-30,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-10-01,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-10-02,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-10-03,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-10-04,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-10-05,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-10-06,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-10-07,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-10-08,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-10-09,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-10-10,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-10-11,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-10-12,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-10-13,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-10-14,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-10-15,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-10-16,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-10-17,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-10-18,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-10-19,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-10-20,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-10-21,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-10-22,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-10-23,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-10-24,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-10-25,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-10-26,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-10-27,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-10-28,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-10-29,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-10-30,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-10-31,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-11-01,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-11-02,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-11-03,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-11-04,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-11-05,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-11-06,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-11-07,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-11-08,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-11-09,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-11-10,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-11-11,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-11-12,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-11-13,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-11-14,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-11-15,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-11-16,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-11-17,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-11-18,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Powdery mildew,UNCINE,NOT_SEASONAL
2024-01-01,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Field risk,,NOT_SEASONAL
2024-01-02,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Field risk,,NOT_SEASONAL
2024-01-03,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Field risk,,NOT_SEASONAL
2024-01-04,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Field risk,,NOT_SEASONAL
2024-01-05,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Field risk,,NOT_SEASONAL
2024-01-06,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Field risk,,NOT_SEASONAL
2024-01-07,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Field risk,,NOT_SEASONAL
2024-01-08,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Field risk,,NOT_SEASONAL
2024-01-09,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Field risk,,NOT_SEASONAL
2024-01-10,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Field risk,,NOT_SEASONAL
2024-01-11,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Field risk,,NOT_SEASONAL
2024-01-12,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Field risk,,NOT_SEASONAL
2024-01-13,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Field risk,,NOT_SEASONAL
2024-01-14,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Field risk,,NOT_SEASONAL
2024-01-15,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Field risk,,NOT_SEASONAL
2024-01-16,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Field risk,,NOT_SEASONAL
2024-01-17,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Field risk,,NOT_SEASONAL
2024-01-18,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Field risk,,NOT_SEASONAL
2024-01-19,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Field risk,,NOT_SEASONAL
2024-01-20,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Field risk,,NOT_SEASONAL
2024-01-21,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Field risk,,NOT_SEASONAL
2024-01-22,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Field risk,,NOT_SEASONAL
2024-01-23,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Field risk,,NOT_SEASONAL
2024-01-24,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Field risk,,NOT_SEASONAL
2024-01-25,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Field risk,,NOT_SEASONAL
2024-01-26,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Field risk,,NOT_SEASONAL
2024-01-27,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Field risk,,NOT_SEASONAL
2024-01-28,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Field risk,,NOT_SEASONAL
2024-01-29,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Field risk,,NOT_SEASONAL
2024-01-30,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Field risk,,NOT_SEASONAL
2024-01-31,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Field risk,,NOT_SEASONAL
2024-02-01,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Field risk,,NOT_SEASONAL
2024-02-02,GXG-233 with fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Field risk,,NOT_SEASONAL
